ad;year;month;atfm_arrivals;total_delay;atc_delay;atc_other_delay;weather_delay;other_delay;last_entry;last_update
LMML;2013;2;926;0;0;0;0;0;;
LOWW;2013;2;8666;16810;452;0;14402;1956;2-28-2013;4-19-13 16:08
LPPR;2013;2;1832;0;0;0;0;0;;
LPPT;2013;2;4845;582;0;0;582;0;2-22-2013;3-14-13 15:19
LROP;2013;2;2959;0;0;0;0;0;;
LSGG;2013;2;7107;19677;10935;340;8402;0;2-28-2013;4-19-13 16:08
LSZH;2013;2;9123;22359;7933;1066;13163;197;2-28-2013;4-19-13 16:08
LZIB;2013;2;476;0;0;0;0;0;;
EBBR;2013;3;8439;10519;1817;0;8597;105;3-27-2013;4-19-13 16:52
EDDB;2013;3;2590;0;0;0;0;0;;
EDDF;2013;3;18658;35852;23219;0;12633;0;3-20-2013;4-19-13 16:26
EDDH;2013;3;5364;2605;83;0;2522;0;3-18-2013;4-19-13 16:52
EDDK;2013;3;4506;0;0;0;0;0;;
EDDL;2013;3;8126;1161;0;1161;0;0;3-12-2013;4-19-13 15:17
EDDM;2013;3;15656;1181;0;0;1181;0;3-26-2013;4-19-13 16:26
EDDN;2013;3;2132;0;0;0;0;0;;
EDDP;2013;3;2255;0;0;0;0;0;;
EDDS;2013;3;4555;0;0;0;0;0;;
EDDV;2013;3;2558;0;0;0;0;0;;
EETN;2013;3;1416;0;0;0;0;0;;
EFHK;2013;3;7242;159;140;0;0;19;3-8-2013;4-19-13 16:42
EGBB;2013;3;3379;580;0;0;580;0;3-23-2013;3-26-13 6:59
EGCC;2013;3;6335;0;0;0;0;0;;
EGGD;2013;3;2138;0;0;0;0;0;;
EGGW;2013;3;3844;76;0;0;76;0;3-7-2013;4-19-13 16:38
EGKK;2013;3;9253;8036;1831;0;3887;2318;3-27-2013;4-19-13 16:46
EGLC;2013;3;3037;6136;352;0;4195;1589;3-29-2013;4-19-13 16:52
EGLL;2013;3;19855;74579;1976;0;72603;0;3-29-2013;4-19-13 16:52
EGNT;2013;3;1774;0;0;0;0;0;;
EGPD;2013;3;2831;293;0;0;293;0;3-21-2013;4-19-13 14:30
EGPF;2013;3;2990;0;0;0;0;0;;
EGPH;2013;3;4108;0;0;0;0;0;;
EGSS;2013;3;5583;0;0;0;0;0;;
EHAM;2013;3;16935;18169;9588;0;8581;0;3-29-2013;4-19-13 16:52
EIDW;2013;3;6591;3696;0;0;3696;0;3-11-2013;4-19-13 16:52
EKCH;2013;3;9798;600;0;0;600;0;3-18-2013;3-21-13 6:53
ELLX;2013;3;2350;103;0;0;103;0;3-24-2013;3-27-13 6:57
ENBR;2013;3;3906;199;0;0;0;199;3-7-2013;4-19-13 16:38
ENGM;2013;3;9342;45870;0;0;5316;40554;3-19-2013;4-19-13 16:52
ENVA;2013;3;2250;0;0;0;0;0;;
ENZV;2013;3;3068;0;0;0;0;0;;
EPWA;2013;3;5641;0;0;0;0;0;;
ESGG;2013;3;2441;154;0;154;0;0;3-23-2013;3-26-13 6:59
ESSA;2013;3;8846;0;0;0;0;0;;
EVRA;2013;3;2558;0;0;0;0;0;;
EYVI;2013;3;1158;0;0;0;0;0;;
GCLP;2013;3;4429;469;0;0;469;0;3-2-2013;4-19-13 16:18
GCTS;2013;3;2659;1512;1512;0;0;0;3-28-2013;4-19-13 14:45
GCXO;2013;3;1919;786;0;0;786;0;3-15-2013;4-19-13 16:42
LBSF;2013;3;1565;0;0;0;0;0;;
LCLK;2013;3;1284;0;0;0;0;0;;
LDZA;2013;3;1404;0;0;0;0;0;;
LEAL;2013;3;2183;0;0;0;0;0;;
LEBB;2013;3;1597;0;0;0;0;0;;
LEBL;2013;3;10329;414;0;0;414;0;3-13-2013;4-19-13 14:30
LEIB;2013;3;887;0;0;0;0;0;;
LEMD;2013;3;13483;1598;1384;0;214;0;3-23-2013;4-19-13 16:52
LEMG;2013;3;3297;77;77;0;0;0;3-31-2013;4-3-13 7:38
LEPA;2013;3;4482;2560;627;0;1933;0;3-25-2013;4-19-13 16:52
LEVC;2013;3;1948;0;0;0;0;0;;
LEZL;2013;3;1532;0;0;0;0;0;;
LFLL;2013;3;4873;1299;0;0;953;346;3-29-2013;4-19-13 16:13
LFMN;2013;3;4886;218;187;0;31;0;3-29-2013;4-19-13 16:42
LFPG;2013;3;19727;37317;4730;391;32196;0;3-31-2013;4-19-13 16:52
LFPO;2013;3;9565;10061;0;0;10061;0;3-18-2013;4-19-13 16:52
LFSB;2013;3;2818;675;209;434;32;0;3-28-2013;3-31-13 7:47
LGAV;2013;3;4683;0;0;0;0;0;;
LHBP;2013;3;3299;0;0;0;0;0;;
LICC;2013;3;1937;0;0;0;0;0;;
LIMC;2013;3;6564;0;0;0;0;0;;
LIME;2013;3;2634;0;0;0;0;0;;
LIML;2013;3;4593;114;0;0;114;0;3-18-2013;3-21-13 6:53
LIPE;2013;3;2554;0;0;0;0;0;;
LIPZ;2013;3;2934;97;0;0;97;0;3-7-2013;4-19-13 16:38
LIRF;2013;3;11687;4457;384;0;4073;0;3-25-2013;4-19-13 16:52
LIRN;2013;3;1913;270;0;0;0;270;3-28-2013;3-31-13 7:47
LJLJ;2013;3;1066;0;0;0;0;0;;
LKPR;2013;3;4621;53;0;0;53;0;3-8-2013;4-19-13 16:42
LMML;2013;3;1172;0;0;0;0;0;;
LOWW;2013;3;10104;11545;5694;1138;4713;0;3-29-2013;4-19-13 16:52
LPPR;2013;3;2184;2392;0;0;2392;0;3-31-2013;4-3-13 7:38
LPPT;2013;3;5547;237;0;0;237;0;3-31-2013;4-3-13 7:38
LROP;2013;3;3428;0;0;0;0;0;;
LSGG;2013;3;8216;14265;7661;779;4867;958;3-29-2013;4-19-13 16:52
LSZH;2013;3;10323;21891;13995;1258;6638;0;3-30-2013;4-19-13 16:52
LZIB;2013;3;599;0;0;0;0;0;;
EBBR;2013;4;8971;3232;911;0;2321;0;4-26-2013;4-29-13 7:20
EDDB;2013;4;2684;0;0;0;0;0;;
EDDF;2013;4;19624;2522;0;1016;0;1506;4-26-2013;4-29-13 7:20
EDDH;2013;4;5874;803;715;0;88;0;4-26-2013;4-29-13 7:20
EDDK;2013;4;4839;0;0;0;0;0;;
EDDL;2013;4;8624;1532;1074;165;293;0;4-29-2013;5-2-13 7:10
EDDM;2013;4;15807;1904;342;0;1562;0;4-27-2013;4-30-13 7:30
EDDN;2013;4;2284;0;0;0;0;0;;
EDDP;2013;4;2379;0;0;0;0;0;;
EDDS;2013;4;4743;0;0;0;0;0;;
EDDV;2013;4;2737;0;0;0;0;0;;
EETN;2013;4;1448;0;0;0;0;0;;
EFHK;2013;4;7258;0;0;0;0;0;;
EGBB;2013;4;3416;0;0;0;0;0;;
EGCC;2013;4;6781;427;0;0;427;0;4-26-2013;4-29-13 7:20
EGGD;2013;4;2449;0;0;0;0;0;;
EGGW;2013;4;4028;588;588;0;0;0;4-9-2013;4-12-13 7:19
EGKK;2013;4;10144;5874;4587;0;1287;0;4-30-2013;6-17-13 16:38
EGLC;2013;4;3135;2255;0;0;2139;116;4-17-2013;4-20-13 7:13
EGLL;2013;4;19449;45759;3036;0;40464;2259;4-30-2013;6-17-13 16:38
EGNT;2013;4;1860;0;0;0;0;0;;
EGPD;2013;4;2958;0;0;0;0;0;;
EGPF;2013;4;3113;0;0;0;0;0;;
EGPH;2013;4;4751;0;0;0;0;0;;
EGSS;2013;4;6172;0;0;0;0;0;;
EHAM;2013;4;18432;15760;3541;0;12219;0;4-30-2013;6-17-13 16:38
EIDW;2013;4;6949;188;0;0;188;0;4-17-2013;4-21-13 7:33
EKCH;2013;4;10455;1544;0;0;1544;0;4-16-2013;4-19-13 7:08
ELLX;2013;4;2378;0;0;0;0;0;;
ENBR;2013;4;4400;0;0;0;0;0;;
ENGM;2013;4;10433;14786;0;0;14786;0;4-18-2013;4-21-13 7:33
ENVA;2013;4;2495;0;0;0;0;0;;
ENZV;2013;4;3507;4162;0;0;0;4162;4-22-2013;4-25-13 7:15
EPWA;2013;4;5997;1838;1838;0;0;0;4-29-2013;5-2-13 7:10
ESGG;2013;4;2545;0;0;0;0;0;;
ESSA;2013;4;9590;524;0;0;524;0;4-8-2013;4-11-13 7:09
EVRA;2013;4;2832;0;0;0;0;0;;
EYVI;2013;4;1256;0;0;0;0;0;;
GCLP;2013;4;3791;6935;0;0;0;6935;4-19-2013;4-22-13 7:10
GCTS;2013;4;2302;0;0;0;0;0;;
GCXO;2013;4;1839;1175;347;0;828;0;4-18-2013;4-21-13 7:33
LBSF;2013;4;1618;0;0;0;0;0;;
LCLK;2013;4;1565;0;0;0;0;0;;
LDZA;2013;4;1488;0;0;0;0;0;;
LEAL;2013;4;3023;468;0;0;468;0;4-13-2013;4-19-13 13:21
LEBB;2013;4;1653;0;0;0;0;0;;
LEBL;2013;4;11839;0;0;0;0;0;;
LEIB;2013;4;1437;0;0;0;0;0;;
LEMD;2013;4;14044;2132;2132;0;0;0;4-30-2013;6-17-13 16:38
LEMG;2013;4;4411;589;589;0;0;0;4-22-2013;4-25-13 7:15
LEPA;2013;4;6598;2453;564;0;1889;0;4-30-2013;6-17-13 16:38
LEVC;2013;4;2170;0;0;0;0;0;;
LEZL;2013;4;1587;0;0;0;0;0;;
LFLL;2013;4;5074;404;0;0;281;123;4-11-2013;4-14-13 7:55
LFMN;2013;4;5753;1768;374;0;1394;0;4-27-2013;5-17-13 12:44
LFPG;2013;4;20024;3640;3608;0;0;32;4-29-2013;5-2-13 7:10
LFPO;2013;4;10142;0;0;0;0;0;4-12-2013;4-15-13 6:56
LFSB;2013;4;3173;1153;1153;0;0;0;4-30-2013;6-17-13 16:38
LGAV;2013;4;5662;0;0;0;0;0;;
LHBP;2013;4;3477;0;0;0;0;0;;
LICC;2013;4;2334;1384;0;0;0;1384;4-18-2013;4-21-13 7:33
LIMC;2013;4;6850;708;0;0;708;0;4-22-2013;4-25-13 7:15
LIME;2013;4;3020;0;0;0;0;0;;
LIML;2013;4;4678;0;0;0;0;0;;
LIPE;2013;4;2771;0;0;0;0;0;;
LIPZ;2013;4;3363;0;0;0;0;0;;
LIRF;2013;4;12726;6457;214;0;6243;0;4-26-2013;4-29-13 7:20
LIRN;2013;4;2271;0;0;0;0;0;;
LJLJ;2013;4;1117;0;0;0;0;0;;
LKPR;2013;4;5129;0;0;0;0;0;;
LMML;2013;4;1507;0;0;0;0;0;;
LOWW;2013;4;10379;7749;2605;1516;3628;0;4-23-2013;5-17-13 12:55
LPPR;2013;4;2506;109;0;0;109;0;4-17-2013;4-20-13 7:13
LPPT;2013;4;6083;1569;84;1146;339;0;4-29-2013;5-17-13 12:55
LROP;2013;4;3626;0;0;0;0;0;;
LSGG;2013;4;7338;4564;4202;291;0;71;4-28-2013;5-17-13 12:44
LSZH;2013;4;10597;22833;15880;858;6095;0;4-30-2013;6-17-13 16:38
LZIB;2013;4;746;0;0;0;0;0;;
EBBR;2013;5;9583;3464;0;0;3464;0;5-31-2013;6-17-13 19:04
EDDB;2013;5;2739;0;0;0;0;0;;
EDDF;2013;5;20971;13332;0;2279;11053;0;5-31-2013;6-17-13 19:04
EDDH;2013;5;6057;2535;1316;0;346;873;5-29-2013;6-17-13 18:56
EDDK;2013;5;5335;0;0;0;0;0;;
EDDL;2013;5;9462;9906;3303;0;5846;757;5-31-2013;6-17-13 19:04
EDDM;2013;5;16708;6827;6;0;6821;0;5-31-2013;6-17-13 19:04
EDDN;2013;5;2309;0;0;0;0;0;;
EDDP;2013;5;2621;0;0;0;0;0;;
EDDS;2013;5;5228;0;0;0;0;0;;
EDDV;2013;5;2889;0;0;0;0;0;;
EETN;2013;5;1543;0;0;0;0;0;;
EFHK;2013;5;7516;305;0;0;305;0;5-17-2013;6-17-13 17:58
EGBB;2013;5;4252;0;0;0;0;0;;
EGCC;2013;5;7898;0;0;0;0;0;;
EGGD;2013;5;2765;0;0;0;0;0;;
EGGW;2013;5;4727;0;0;0;0;0;;
EGKK;2013;5;11550;6327;5836;0;491;0;5-25-2013;6-17-13 18:36
EGLC;2013;5;3361;392;362;0;30;0;5-27-2013;6-17-13 18:47
EGLL;2013;5;20334;59389;6095;0;34712;18582;5-31-2013;6-17-13 19:04
EGNT;2013;5;2152;0;0;0;0;0;;
EGPD;2013;5;3069;0;0;0;0;0;;
EGPF;2013;5;3591;0;0;0;0;0;;
EGPH;2013;5;5176;0;0;0;0;0;;
EGSS;2013;5;6661;143;0;0;0;143;5-24-2013;6-17-13 18:31
EHAM;2013;5;20044;17053;8697;0;8356;0;5-31-2013;6-17-13 19:04
EIDW;2013;5;7625;0;0;0;0;0;;
EKCH;2013;5;10932;390;0;0;390;0;5-22-2013;6-17-13 18:21
ELLX;2013;5;2524;0;0;0;0;0;;
ENBR;2013;5;4320;0;0;0;0;0;;
ENGM;2013;5;10449;5180;0;0;366;4814;5-31-2013;6-17-13 19:04
ENVA;2013;5;2397;0;0;0;0;0;;
ENZV;2013;5;3444;196;0;0;0;196;5-27-2013;6-17-13 18:47
EPWA;2013;5;6390;1728;1286;442;0;0;5-29-2013;6-17-13 18:56
ESGG;2013;5;2688;96;0;96;0;0;5-25-2013;6-17-13 18:36
ESSA;2013;5;9936;0;0;0;0;0;;
EVRA;2013;5;3026;19;0;0;0;19;5-1-2013;6-17-13 16:43
EYVI;2013;5;1322;0;0;0;0;0;;
GCLP;2013;5;3336;0;0;0;0;0;;
GCTS;2013;5;1843;262;262;0;0;0;5-28-2013;6-17-13 18:51
GCXO;2013;5;1930;34;0;0;34;0;5-13-2013;6-17-13 17:40
LBSF;2013;5;1722;0;0;0;0;0;;
LCLK;2013;5;2067;0;0;0;0;0;;
LDZA;2013;5;1514;0;0;0;0;0;;
LEAL;2013;5;3313;0;0;0;0;0;;
LEBB;2013;5;1696;0;0;0;0;0;;
LEBL;2013;5;12922;2344;0;582;1762;0;5-10-2013;6-17-13 17:27
LEIB;2013;5;2539;0;0;0;0;0;;
LEMD;2013;5;14664;2953;1473;0;1480;0;5-28-2013;6-17-13 18:51
LEMG;2013;5;4964;1176;1119;0;57;0;5-28-2013;6-17-13 18:51
LEPA;2013;5;9243;13769;10694;0;3075;0;5-30-2013;6-17-13 19:00
LEVC;2013;5;2210;0;0;0;0;0;;
LEZL;2013;5;1654;0;0;0;0;0;;
LFLL;2013;5;5137;1933;243;0;1690;0;5-30-2013;6-17-13 19:00
LFMN;2013;5;7109;452;68;0;338;46;5-26-2013;6-17-13 18:42
LFPG;2013;5;20975;7243;4448;0;2724;71;5-31-2013;6-17-13 19:04
LFPO;2013;5;10392;5075;26;57;4922;70;5-31-2013;6-17-13 19:04
LFSB;2013;5;3294;1484;1059;0;425;0;5-31-2013;6-17-13 19:04
LGAV;2013;5;6120;541;541;0;0;0;5-16-2013;6-17-13 17:53
LHBP;2013;5;3670;0;0;0;0;0;;
LICC;2013;5;2558;0;0;0;0;0;;
LIMC;2013;5;7135;344;0;0;344;0;5-17-2013;6-17-13 17:58
LIME;2013;5;3215;0;0;0;0;0;;
LIML;2013;5;4956;0;0;0;0;0;;
LIPE;2013;5;2986;0;0;0;0;0;;
LIPZ;2013;5;3996;1511;0;0;1511;0;5-28-2013;6-17-13 18:51
LIRF;2013;5;13468;6949;0;0;6949;0;5-31-2013;6-17-13 19:04
LIRN;2013;5;2636;0;0;0;0;0;;
LJLJ;2013;5;1215;0;0;0;0;0;;
LKPR;2013;5;5576;253;253;0;0;0;5-31-2013;6-17-13 19:04
LMML;2013;5;1683;0;0;0;0;0;;
LOWW;2013;5;11083;15674;2809;1036;9325;2504;5-31-2013;6-17-13 19:04
LPPR;2013;5;2635;622;48;0;574;0;5-29-2013;6-17-13 18:56
LPPT;2013;5;6501;198;41;157;0;0;5-10-2013;6-17-13 17:27
LROP;2013;5;3780;0;0;0;0;0;;
LSGG;2013;5;7611;8005;6386;0;1495;124;5-31-2013;6-17-13 19:04
LSZH;2013;5;11191;37353;16193;3870;17290;0;5-31-2013;6-17-13 19:04
LZIB;2013;5;806;0;0;0;0;0;;
EBBR;2013;6;9673;6260;3273;0;2987;0;6-28-2013;7-1-13 7:34
EDDB;2013;6;2906;0;0;0;0;0;;
EDDF;2013;6;21057;18165;2326;0;15839;0;6-27-2013;6-30-13 7:55
EDDH;2013;6;6240;766;766;0;0;0;6-6-2013;6-17-13 19:34
EDDK;2013;6;5408;0;0;0;0;0;;
EDDL;2013;6;9756;10388;8069;0;2319;0;6-30-2013;7-3-13 8:47
EDDM;2013;6;16954;5362;547;0;4815;0;6-24-2013;6-27-13 8:23
EDDN;2013;6;2331;0;0;0;0;0;;
EDDP;2013;6;2532;0;0;0;0;0;;
EDDS;2013;6;5438;0;0;0;0;0;;
EDDV;2013;6;2927;0;0;0;0;0;;
EETN;2013;6;1506;0;0;0;0;0;;
EFHK;2013;6;7190;210;0;0;210;0;6-27-2013;6-30-13 7:55
EGBB;2013;6;4499;0;0;0;0;0;;
EGCC;2013;6;8064;1173;0;0;0;1173;6-29-2013;7-2-13 7:40
EGGD;2013;6;2826;0;0;0;0;0;;
EGGW;2013;6;4619;0;0;0;0;0;;
EGKK;2013;6;11657;899;82;0;0;817;6-12-2013;6-17-13 20:03
EGLC;2013;6;3277;197;197;0;0;0;6-11-2013;6-17-13 19:57
EGLL;2013;6;20092;57356;9342;0;36643;11371;6-30-2013;7-3-13 8:47
EGNT;2013;6;2279;0;0;0;0;0;;
EGPD;2013;6;3037;0;0;0;0;0;;
EGPF;2013;6;3754;0;0;0;0;0;;
EGPH;2013;6;5172;909;909;0;0;0;6-2-2013;6-17-13 19:14
EGSS;2013;6;6450;0;0;0;0;0;;
EHAM;2013;6;19415;10150;5481;398;4271;0;6-28-2013;7-1-13 7:34
EIDW;2013;6;7857;0;0;0;0;0;;
EKCH;2013;6;11150;0;0;0;0;0;;
ELLX;2013;6;2691;0;0;0;0;0;;
ENBR;2013;6;4355;82;82;0;0;0;6-6-2013;6-17-13 19:34
ENGM;2013;6;10768;12058;3235;0;5286;3537;6-20-2013;6-23-13 8:40
ENVA;2013;6;2528;0;0;0;0;0;;
ENZV;2013;6;3532;1135;666;0;0;469;6-21-2013;6-24-13 8:43
EPWA;2013;6;6589;3713;1870;0;1843;0;6-27-2013;6-30-13 7:55
ESGG;2013;6;2665;78;0;0;0;78;7-1-2013;7-3-13 8:47
ESSA;2013;6;9300;3017;2775;0;0;242;6-11-2013;6-17-13 19:57
EVRA;2013;6;3064;0;0;0;0;0;;
EYVI;2013;6;1358;0;0;0;0;0;;
GCLP;2013;6;3295;0;0;0;0;0;;
GCTS;2013;6;1851;15;15;0;0;0;6-4-2013;6-17-13 19:24
GCXO;2013;6;1881;1802;230;0;1572;0;6-27-2013;6-30-13 7:55
LBSF;2013;6;1740;0;0;0;0;0;;
LCLK;2013;6;2164;349;349;0;0;0;6-24-2013;6-27-13 8:23
LDZA;2013;6;1547;0;0;0;0;0;;
LEAL;2013;6;3396;0;0;0;0;0;;
LEBB;2013;6;1716;0;0;0;0;0;;
LEBL;2013;6;13124;0;0;0;0;0;;
LEIB;2013;6;3630;0;0;0;0;0;;
LEMD;2013;6;14257;2424;1945;13;466;0;6-20-2013;6-23-13 8:40
LEMG;2013;6;5088;2897;2897;0;0;0;6-30-2013;7-3-13 8:47
LEPA;2013;6;10255;7620;4437;0;3183;0;6-30-2013;7-3-13 8:47
LEVC;2013;6;2184;0;0;0;0;0;;
LEZL;2013;6;1527;0;0;0;0;0;;
LFLL;2013;6;5100;11639;5224;4897;1168;350;6-30-2013;7-3-13 8:47
LFMN;2013;6;7050;16467;226;16047;194;0;6-27-2013;6-30-13 7:55
LFPG;2013;6;20184;31630;1735;10000;19895;0;6-25-2013;6-28-13 12:48
LFPO;2013;6;10214;13645;76;3314;10255;0;6-28-2013;7-1-13 7:34
LFSB;2013;6;3502;10083;423;9288;372;0;6-29-2013;7-2-13 7:40
LGAV;2013;6;6529;958;958;0;0;0;6-25-2013;6-28-13 12:48
LHBP;2013;6;3708;0;0;0;0;0;;
LICC;2013;6;2699;0;0;0;0;0;;
LIMC;2013;6;7410;0;0;0;0;0;;
LIME;2013;6;3318;0;0;0;0;0;;
LIML;2013;6;5025;0;0;0;0;0;;
LIPE;2013;6;2966;0;0;0;0;0;;
LIPZ;2013;6;4133;335;0;0;335;0;6-19-2013;6-22-13 8:31
LIRF;2013;6;13794;9810;0;0;43;9767;6-17-2013;6-20-13 8:24
LIRN;2013;6;2800;0;0;0;0;0;;
LJLJ;2013;6;1243;0;0;0;0;0;;
LKPR;2013;6;6110;2467;1409;0;918;140;6-25-2013;6-28-13 12:48
LMML;2013;6;1753;0;0;0;0;0;;
LOWW;2013;6;11116;7606;2341;0;5265;0;6-28-2013;7-1-13 7:34
LPPR;2013;6;2589;2356;0;1672;684;0;6-27-2013;6-30-13 7:55
LPPT;2013;6;6403;5246;302;4944;0;0;6-27-2013;6-30-13 7:55
LROP;2013;6;3966;0;0;0;0;0;;
LSGG;2013;6;7601;19163;10577;2405;6016;165;6-30-2013;7-3-13 8:47
LSZH;2013;6;11159;31688;15819;1672;14197;0;6-30-2013;7-3-13 8:47
LZIB;2013;6;1005;0;0;0;0;0;;
EBBR;2013;7;9909;4313;38;0;1994;2281;7-27-2013;9-4-13 14:33
EDDB;2013;7;2700;0;0;0;0;0;;
EDDF;2013;7;21633;16195;127;5392;10676;0;7-30-2013;8-2-13 7:52
EDDH;2013;7;6258;891;767;0;124;0;7-19-2013;9-4-13 14:33
EDDK;2013;7;5573;0;0;0;0;0;;
EDDL;2013;7;10075;4781;1348;2682;751;0;7-31-2013;9-4-13 14:33
EDDM;2013;7;17132;3942;161;0;3781;0;7-29-2013;8-1-13 8:55
EDDN;2013;7;2363;0;0;0;0;0;;
EDDP;2013;7;2696;0;0;0;0;0;;
EDDS;2013;7;5450;0;0;0;0;0;;
EDDV;2013;7;2994;0;0;0;0;0;;
EETN;2013;7;1490;0;0;0;0;0;;
EFHK;2013;7;6790;0;0;0;0;0;;
EGBB;2013;7;4640;417;417;0;0;0;7-21-2013;7-24-13 7:46
EGCC;2013;7;8363;3056;0;0;2117;939;7-23-2013;9-4-13 14:33
EGGD;2013;7;2980;0;0;0;0;0;;
EGGW;2013;7;4648;0;0;0;0;0;;
EGKK;2013;7;12597;1646;1043;0;603;0;7-23-2013;7-26-13 7:49
EGLC;2013;7;3362;1033;719;0;314;0;7-23-2013;7-26-13 7:49
EGLL;2013;7;20730;25612;2971;0;13614;9027;7-31-2013;8-3-13 7:18
EGNT;2013;7;2322;0;0;0;0;0;;
EGPD;2013;7;3059;0;0;0;0;0;;
EGPF;2013;7;3905;0;0;0;0;0;;
EGPH;2013;7;5517;0;0;0;0;0;;
EGSS;2013;7;6373;0;0;0;0;0;;
EHAM;2013;7;20494;14202;8628;0;5021;553;7-30-2013;9-4-13 14:33
EIDW;2013;7;8329;59;59;0;0;0;7-17-2013;9-4-13 14:33
EKCH;2013;7;10498;0;0;0;0;0;;
ELLX;2013;7;2646;140;0;140;0;0;7-16-2013;7-19-13 7:39
ENBR;2013;7;3890;0;0;0;0;0;;
ENGM;2013;7;9716;214;0;0;214;0;7-1-2013;7-4-13 7:30
ENVA;2013;7;1989;0;0;0;0;0;;
ENZV;2013;7;3045;0;0;0;0;0;;
EPWA;2013;7;6851;1895;1895;0;0;0;7-14-2013;7-17-13 7:26
ESGG;2013;7;2300;155;0;0;155;0;7-5-2013;7-8-13 7:34
ESSA;2013;7;8322;0;0;0;0;0;;
EVRA;2013;7;3296;0;0;0;0;0;;
EYVI;2013;7;1470;0;0;0;0;0;;
GCLP;2013;7;3712;0;0;0;0;0;;
GCTS;2013;7;2052;0;0;0;0;0;;
GCXO;2013;7;2078;1214;141;0;1073;0;7-30-2013;9-4-13 14:33
LBSF;2013;7;1820;0;0;0;0;0;;
LCLK;2013;7;2316;1089;1089;0;0;0;7-29-2013;8-1-13 8:55
LDZA;2013;7;1611;0;0;0;0;0;;
LEAL;2013;7;3983;0;0;0;0;0;;
LEBB;2013;7;1872;0;0;0;0;0;;
LEBL;2013;7;14030;0;0;0;0;0;;
LEIB;2013;7;4698;387;387;0;0;0;7-27-2013;7-30-13 8:11
LEMD;2013;7;15108;2000;1133;498;211;158;7-17-2013;9-4-13 14:33
LEMG;2013;7;5706;573;573;0;0;0;7-27-2013;7-30-13 8:11
LEPA;2013;7;11723;12323;11360;0;894;69;7-31-2013;8-3-13 7:18
LEVC;2013;7;2398;61;0;0;0;61;7-19-2013;7-22-13 8:02
LEZL;2013;7;1480;0;0;0;0;0;;
LFLL;2013;7;5358;11867;7713;0;4154;0;7-28-2013;9-4-13 14:33
LFMN;2013;7;8303;1823;1234;0;247;342;7-31-2013;8-3-13 7:18
LFPG;2013;7;21820;11263;4844;0;5117;1302;7-31-2013;8-3-13 7:18
LFPO;2013;7;10709;4117;0;0;3532;585;7-29-2013;8-1-13 8:55
LFSB;2013;7;3444;658;328;11;319;0;7-30-2013;9-4-13 14:33
LGAV;2013;7;7177;0;0;0;0;0;;
LHBP;2013;7;3978;0;0;0;0;0;;
LICC;2013;7;2931;0;0;0;0;0;;
LIMC;2013;7;7858;0;0;0;0;0;;
LIME;2013;7;3526;0;0;0;0;0;;
LIML;2013;7;5326;0;0;0;0;0;;
LIPE;2013;7;3095;0;0;0;0;0;;
LIPZ;2013;7;4291;0;0;0;0;0;;
LIRF;2013;7;14835;362;0;0;362;0;7-28-2013;7-31-13 7:43
LIRN;2013;7;3028;0;0;0;0;0;;
LJLJ;2013;7;1352;0;0;0;0;0;;
LKPR;2013;7;6229;2099;1025;0;0;1074;7-31-2013;9-4-13 14:33
LMML;2013;7;1949;0;0;0;0;0;;
LOWW;2013;7;11244;6000;573;769;4658;0;7-29-2013;8-1-13 8:55
LPPR;2013;7;2987;5618;649;0;4969;0;7-31-2013;9-4-13 14:33
LPPT;2013;7;7021;1629;1629;0;0;0;7-29-2013;8-1-13 8:55
LROP;2013;7;4193;0;0;0;0;0;;
LSGG;2013;7;7750;11625;5263;5;6357;0;7-30-2013;9-4-13 14:33
LSZH;2013;7;11788;39119;21916;1602;15601;0;7-31-2013;9-4-13 14:33
LZIB;2013;7;1167;0;0;0;0;0;;
EBBR;2013;8;9191;15171;11707;0;642;2822;8-28-2013;8-31-13 8:14
EDDB;2013;8;2582;0;0;0;0;0;;
EDDF;2013;8;21236;11507;0;0;11507;0;8-25-2013;8-28-13 8:32
EDDH;2013;8;5950;1117;1117;0;0;0;8-25-2013;8-28-13 8:32
EDDK;2013;8;5406;0;0;0;0;0;;
EDDL;2013;8;9487;393;103;290;0;0;8-30-2013;9-2-13 8:09
EDDM;2013;8;15998;3262;0;0;3262;0;8-30-2013;9-2-13 8:09
EDDN;2013;8;2290;0;0;0;0;0;;
EDDP;2013;8;2589;0;0;0;0;0;;
EDDS;2013;8;5194;129;0;0;0;129;8-10-2013;8-13-13 8:05
EDDV;2013;8;2906;0;0;0;0;0;;
EETN;2013;8;1509;0;0;0;0;0;;
EFHK;2013;8;7157;0;0;0;0;0;;
EGBB;2013;8;4479;0;0;0;0;0;;
EGCC;2013;8;8377;2199;0;1511;688;0;8-27-2013;8-30-13 8:25
EGGD;2013;8;2950;119;0;0;0;119;8-9-2013;8-12-13 7:51
EGGW;2013;8;4366;0;0;0;0;0;;
EGKK;2013;8;12919;1387;400;0;987;0;8-28-2013;8-31-13 8:14
EGLC;2013;8;2889;1869;0;0;1686;183;8-28-2013;8-31-13 8:14
EGLL;2013;8;20782;14817;3049;0;11768;0;8-30-2013;9-2-13 8:09
EGNT;2013;8;2350;0;0;0;0;0;;
EGPD;2013;8;3010;45;0;0;45;0;8-22-2013;8-26-13 16:57
EGPF;2013;8;3638;0;0;0;0;0;;
EGPH;2013;8;5265;291;0;0;291;0;8-26-2013;8-29-13 8:15
